,id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,min,oreb,pf,pts,reb,stl,turnover,game.id,game.date,game.home_team_id,game.home_team_score,game.period,game.postseason,game.season,game.status,game.time,game.visitor_team_id,game.visitor_team_score,player.id,player.first_name,player.height_feet,player.height_inches,player.last_name,player.position,player.team_id,player.weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name,was home team,home team won,was away team,away team won,won game
0,1457708,11,1,13,40.0,5,2,64.7,17,11,54.5,11,6,28:10,0,6,30,13,1,3,62598,2019-10-24T00:00:00.000Z,11,111,4,False,2019,Final,     ,17,117,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
1,1465906,9,2,14,0.0,5,0,57.1,21,12,55.6,9,5,36:38,3,6,29,17,3,8,62609,2019-10-26T00:00:00.000Z,17,126,5,False,2019,Final,     ,16,131,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,False,False,True,False
2,1590920,4,1,11,16.7,6,1,70.6,17,12,61.5,13,8,30:08,0,2,33,11,1,4,62787,2019-11-20T00:00:00.000Z,1,127,4,False,2019,Final,     ,17,135,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
3,1636729,2,2,9,25.0,8,2,53.8,26,14,75.0,4,3,32:02,3,0,33,12,2,3,62853,2019-11-29T00:00:00.000Z,6,110,4,False,2019,Final,     ,17,119,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
4,1582815,2,1,8,33.3,6,2,59.1,22,13,41.7,12,5,33:43,2,5,33,10,3,8,62775,2019-11-18T00:00:00.000Z,5,101,4,False,2019,Final,     ,17,115,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
5,1626541,4,4,8,20.0,5,1,52.2,23,12,38.5,13,5,35:11,2,5,30,10,0,4,62844,2019-11-27T00:00:00.000Z,17,111,4,False,2019,Final,     ,1,102,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
6,1726972,4,1,10,16.7,6,1,58.1,31,18,68.8,16,11,34:23,4,3,48,14,1,3,62981,2019-12-16T00:00:00.000Z,17,116,4,False,2019,Final,     ,7,120,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,False,False,True,False
7,2156623,4,1,14,0.0,3,0,56.5,23,13,63.6,11,7,31:47,2,4,33,16,3,2,63403,2020-02-20T00:00:00.000Z,9,106,4,False,2019,Final,     ,17,126,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
8,1561329,4,1,11,20.0,5,1,54.2,24,13,55.0,20,11,35:50,5,4,38,16,3,5,62746,2019-11-14T00:00:00.000Z,17,124,4,False,2019,Final,     ,5,115,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
9,1570950,6,1,10,50.0,6,3,58.8,17,10,60.0,5,3,28:24,3,1,26,13,1,5,62759,2019-11-16T00:00:00.000Z,12,83,4,False,2019,Final,     ,17,102,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
10,1477721,7,2,9,0.0,2,0,33.3,15,5,50.0,8,4,29:12,1,2,14,10,0,2,62629,2019-10-28T00:00:00.000Z,17,129,4,False,2019,Final,     ,6,112,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
11,1498681,6,0,12,25.0,4,1,62.5,16,10,72.7,11,8,30:16,2,4,29,14,2,7,62654,2019-11-01T00:00:00.000Z,22,91,4,False,2019,Final,     ,17,123,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
12,1504994,8,4,13,50.0,2,1,70.0,20,14,70.0,10,7,36:25,2,3,36,15,1,3,62665,2019-11-02T00:00:00.000Z,17,115,4,False,2019,Final,     ,28,105,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
13,1532888,4,2,9,33.3,6,2,45.5,22,10,61.5,13,8,36:25,4,6,30,13,2,5,62707,2019-11-08T00:00:00.000Z,29,103,4,False,2019,Final,     ,17,100,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,True,True,False,False
14,1694064,8,1,11,40.0,5,2,54.5,22,12,50.0,12,6,34:43,4,3,32,15,1,2,62930,2019-12-09T00:00:00.000Z,17,110,4,False,2019,Final,     ,22,101,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
15,1762021,9,2,14,33.3,3,1,47.1,17,8,50.0,2,1,30:55,5,2,18,19,2,4,63024,2019-12-22T00:00:00.000Z,17,117,4,False,2019,Final,     ,12,89,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
16,2182260,8,3,19,50.0,4,2,35.7,14,5,87.5,8,7,38:00,0,1,19,19,0,4,63441,2020-02-25T00:00:00.000Z,28,97,4,False,2019,Final,     ,17,108,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
17,2195899,6,0,11,50.0,4,2,65.0,20,13,80.0,5,4,27:17,2,2,32,13,0,3,63465,2020-02-28T00:00:00.000Z,17,133,4,False,2019,Final,     ,21,86,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
18,2176303,2,1,12,0.0,0,0,66.7,12,8,75.0,8,6,24:51,2,6,22,14,0,8,63434,2020-02-24T00:00:00.000Z,30,134,5,False,2019,Final,     ,17,137,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
19,1542110,3,1,14,66.7,3,2,68.4,19,13,77.8,9,7,36:25,2,3,35,16,1,7,62718,2019-11-10T00:00:00.000Z,21,119,4,False,2019,Final,     ,17,121,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
20,1676920,4,0,8,25.0,4,1,55.0,20,11,66.7,6,4,26:20,3,3,27,11,0,4,62910,2019-12-06T00:00:00.000Z,17,119,4,False,2019,Final,     ,13,91,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
21,1749511,10,0,11,50.0,4,2,80.0,10,8,50.0,8,4,26:02,0,1,22,11,2,3,63016,2019-12-21T00:00:00.000Z,20,102,4,False,2019,Final,     ,17,123,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
22,1772915,7,1,12,0.0,7,0,29.6,27,8,50.0,4,2,30:19,2,3,18,14,1,3,63039,2019-12-25T00:00:00.000Z,23,121,4,False,2019,Final,     ,17,109,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,True,True,False,False
23,1646688,4,0,6,20.0,5,1,57.9,19,11,42.9,7,3,19:37,3,1,26,9,1,1,62866,2019-11-30T00:00:00.000Z,17,137,4,False,2019,Final,     ,4,96,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
24,1713121,2,0,9,42.9,7,3,52.2,23,12,76.9,13,10,26:45,2,4,37,11,1,4,62959,2019-12-13T00:00:00.000Z,15,114,4,False,2019,Final,     ,17,127,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
25,1813131,1,0,8,42.9,7,3,58.3,12,7,83.3,18,15,28:57,0,3,32,8,1,0,63114,2020-01-04T00:00:00.000Z,17,127,4,False,2019,Final,     ,27,118,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
26,2220491,6,0,9,25.0,8,2,43.5,23,10,100.0,7,7,28:15,3,2,29,12,1,4,63507,2020-03-04T00:00:00.000Z,17,119,4,False,2019,Final,     ,12,100,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
27,1608898,3,1,7,33.3,3,1,54.5,22,12,33.3,9,3,27:12,3,3,28,10,2,2,62816,2019-11-23T00:00:00.000Z,17,104,4,False,2019,Final,     ,9,90,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
28,1667513,0,2,6,50.0,8,4,57.1,21,12,77.8,9,7,27:55,3,2,35,9,0,2,62890,2019-12-04T00:00:00.000Z,9,103,4,False,2019,Final,     ,17,127,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
29,1719117,4,1,3,40.0,5,2,60.0,20,12,42.9,7,3,23:59,1,1,29,4,1,1,62968,2019-12-14T00:00:00.000Z,17,125,4,False,2019,Final,     ,6,108,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
30,2206526,6,0,18,25.0,4,1,60.7,28,17,85.7,7,6,34:55,2,2,41,20,1,3,63478,2020-03-01T00:00:00.000Z,4,85,4,False,2019,Final,     ,17,93,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
31,2232409,6,0,10,16.7,6,1,47.6,21,10,78.6,14,11,35:30,1,5,32,11,1,2,63522,2020-03-06T00:00:00.000Z,14,113,4,False,2019,Final,     ,17,103,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,True,True,False,False
32,1739609,7,1,8,62.5,8,5,57.9,19,11,70.0,10,7,32:19,3,5,34,11,1,4,63000,2019-12-19T00:00:00.000Z,17,111,4,False,2019,Final,     ,14,104,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
33,2103573,9,1,13,20.0,5,1,47.6,21,10,56.2,16,9,30:34,6,3,30,19,1,7,63321,2020-02-02T00:00:00.000Z,17,129,4,False,2019,Final,     ,24,108,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
34,1825573,8,1,10,0.0,5,0,45.5,22,10,100.0,4,4,33:50,2,2,24,12,3,2,63129,2020-01-06T00:00:00.000Z,27,126,4,False,2019,Final,     ,17,104,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,True,True,False,False
35,1798132,4,2,14,42.9,7,3,59.1,22,13,37.5,8,3,31:29,3,5,32,17,0,4,63089,2020-01-01T00:00:00.000Z,17,106,4,False,2019,Final,     ,18,104,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
36,1906911,6,1,12,0.0,1,0,68.4,19,13,57.1,7,4,32:13,4,4,30,16,0,3,63252,2020-01-24T00:00:00.000Z,4,103,4,False,2019,Final,     ,17,116,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
37,1837276,4,0,13,14.3,7,1,47.6,21,10,69.2,13,9,32:05,0,3,30,13,1,3,63145,2020-01-08T00:00:00.000Z,10,98,4,False,2019,Final,     ,17,107,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
38,1851914,6,0,16,50.0,4,2,56.5,23,13,57.1,7,4,28:30,1,4,32,17,0,3,63165,2020-01-11T00:00:00.000Z,25,101,4,False,2019,Final,     ,17,122,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
39,1863214,4,1,6,60.0,5,3,70.6,17,12,83.3,12,10,21:26,3,1,37,9,0,1,63184,2020-01-14T00:00:00.000Z,17,128,4,False,2019,Final,     ,20,102,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
40,2117333,6,0,17,14.3,7,1,52.0,25,13,75.0,12,9,34:56,3,3,36,20,1,3,63349,2020-02-06T00:00:00.000Z,17,112,4,False,2019,Final,     ,23,101,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
41,1844956,5,0,9,50.0,2,1,44.4,9,4,50.0,8,4,28:17,1,4,13,10,1,3,63158,2020-01-10T00:00:00.000Z,26,106,4,False,2019,Final,     ,17,127,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
42,2126332,9,2,14,0.0,0,0,35.3,17,6,75.0,8,6,33:34,4,2,18,18,0,5,63360,2020-02-08T00:00:00.000Z,22,95,4,False,2019,Final,     ,17,111,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
43,2103171,9,2,11,20.0,5,1,40.7,27,11,66.7,12,8,31:53,5,1,31,16,1,2,63307,2020-01-31T00:00:00.000Z,17,115,4,False,2019,Final,     ,8,127,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,False,False,True,False
44,2109936,6,1,17,100.0,1,1,70.6,17,12,69.2,13,9,33:01,0,4,34,17,1,5,63334,2020-02-04T00:00:00.000Z,19,108,4,False,2019,Final,     ,17,120,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
45,1873291,7,2,16,0.0,5,0,50.0,22,11,50.0,20,10,34:54,1,4,32,17,0,4,63198,2020-01-16T00:00:00.000Z,17,128,4,False,2019,Final,     ,2,123,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
46,2212665,3,1,15,0.0,4,0,33.3,18,6,50.0,2,1,30:45,0,0,13,15,1,3,63489,2020-03-02T00:00:00.000Z,16,105,4,False,2019,Final,     ,17,89,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,True,True,False,False
47,1515280,6,0,11,0.0,3,0,73.7,19,14,54.5,11,6,26:42,4,4,34,15,0,3,62677,2019-11-04T00:00:00.000Z,18,106,4,False,2019,Final,     ,17,134,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
48,1617642,6,0,8,37.5,8,3,54.8,31,17,68.4,19,13,38:29,6,1,50,14,2,0,62831,2019-11-25T00:00:00.000Z,17,122,4,False,2019,Final,     ,29,118,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
49,1659320,3,0,14,75.0,4,3,71.4,14,10,54.5,11,6,21:58,1,3,29,15,0,2,62880,2019-12-02T00:00:00.000Z,17,132,4,False,2019,Final,     ,20,88,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
50,1890747,10,1,13,20.0,5,1,60.0,20,12,33.3,9,3,31:00,1,3,28,14,1,8,63230,2020-01-20T00:00:00.000Z,17,111,4,False,2019,Final,     ,5,98,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
51,1488979,5,2,13,0.0,2,0,61.5,13,8,60.0,10,6,34:38,1,4,22,14,1,3,62641,2019-10-30T00:00:00.000Z,2,116,4,False,2019,Final,     ,17,105,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,True,True,False,False
52,1598902,15,1,15,14.3,7,1,33.3,27,9,50.0,10,5,35:48,4,2,24,19,3,5,62797,2019-11-21T00:00:00.000Z,17,137,4,False,2019,Final,     ,25,129,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
53,1524943,9,2,12,57.1,7,4,47.6,21,10,77.8,18,14,35:43,4,4,38,16,2,3,62694,2019-11-06T00:00:00.000Z,13,124,4,False,2019,Final,     ,17,129,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
54,1789011,6,0,9,33.3,3,1,57.1,14,8,100.0,6,6,27:22,1,3,23,10,0,2,63076,2019-12-30T00:00:00.000Z,5,102,4,False,2019,Final,     ,17,123,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
55,2168287,8,1,17,40.0,5,2,70.6,17,12,62.5,8,5,29:07,0,2,31,17,0,4,63420,2020-02-22T00:00:00.000Z,17,119,4,False,2019,Final,     ,23,98,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,True,True,False,False,True
56,1881302,4,0,11,40.0,5,2,60.0,20,12,42.9,7,3,25:24,1,4,29,12,1,8,63210,2020-01-18T00:00:00.000Z,3,97,4,False,2019,Final,     ,17,117,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,False,False,True,True,True
